OrderID,OrderDate,CustomerID,ProductID,Product,Category,Region,Channel,Quantity,UnitPrice,Discount,SalesAmount,TransactionNotes
ORD00204,2025-07-23,CUST084,P004,Mouse,Office Equipment,West,Partner,4,900,0.1,3240.0,Transaction note 00204 - system ref 00204
ORD00205,2025-07-24,CUST085,P005,Printer,Electronics,North,Online,5,12500,0.0,62500.0,Transaction note 00205 - system ref 00205
ORD00206,2025-07-25,CUST086,P006,Laptop,Accessories,South,Retail,6,65000,0.02,382200.0,Transaction note 00206 - system ref 00206
ORD00207,2025-07-26,CUST087,P007,Monitor,Office Equipment,East,Partner,7,18000,0.04,120960.0,Transaction note 00207 - system ref 00207
ORD00208,2025-07-27,CUST088,P008,Keyboard,Electronics,West,Online,8,2200,0.06,16544.0,Transaction note 00208 - system ref 00208
ORD00209,2025-07-28,CUST089,P009,Mouse,Accessories,North,Retail,1,900,0.08,828.0,Transaction note 00209 - system ref 00209
ORD00210,2025-07-29,CUST090,P010,Printer,Office Equipment,South,Partner,2,12500,0.1,22500.0,Transaction note 00210 - system ref 00210
ORD00211,2025-07-30,CUST091,P011,Laptop,Electronics,East,Online,3,65000,0.0,195000.0,Transaction note 00211 - system ref 00211
ORD00212,2025-07-31,CUST092,P012,Monitor,Accessories,West,Retail,4,18000,0.02,70560.0,Transaction note 00212 - system ref 00212
ORD00213,2025-08-01,CUST093,P013,Keyboard,Office Equipment,North,Partner,5,2200,0.04,10560.0,Transaction note 00213 - system ref 00213
ORD00214,2025-08-02,CUST094,P014,Mouse,Electronics,South,Online,6,900,0.06,5076.0,Transaction note 00214 - system ref 00214
ORD00215,2025-08-03,CUST095,P015,Printer,Accessories,East,Retail,7,12500,0.08,80500.0,Transaction note 00215 - system ref 00215
ORD00216,2025-08-04,CUST096,P016,Laptop,Office Equipment,West,Partner,8,65000,0.1,468000.0,Transaction note 00216 - system ref 00216
ORD00217,2025-08-05,CUST097,P017,Monitor,Electronics,North,Online,1,18000,0.0,18000.0,Transaction note 00217 - system ref 00217
ORD00218,2025-08-06,CUST098,P018,Keyboard,Accessories,South,Retail,2,2200,0.02,4312.0,Transaction note 00218 - system ref 00218
ORD00219,2025-08-07,CUST099,P019,Mouse,Office Equipment,East,Partner,3,900,0.04,2592.0,Transaction note 00219 - system ref 00219
ORD00220,2025-08-08,CUST100,P020,Printer,Electronics,West,Online,4,12500,0.06,47000.0,Transaction note 00220 - system ref 00220
ORD00221,2025-08-09,CUST101,P021,Laptop,Accessories,North,Retail,5,65000,0.08,299000.0,Transaction note 00221 - system ref 00221
ORD00222,2025-08-10,CUST102,P022,Monitor,Office Equipment,South,Partner,6,18000,0.1,97200.0,Transaction note 00222 - system ref 00222
ORD00223,2025-08-11,CUST103,P023,Keyboard,Electronics,East,Online,7,2200,0.0,15400.0,Transaction note 00223 - system ref 00223
ORD00224,2025-08-12,CUST104,P024,Mouse,Accessories,West,Retail,8,900,0.02,7056.0,Transaction note 00224 - system ref 00224
ORD00225,2025-08-13,CUST105,P025,Printer,Office Equipment,North,Partner,1,12500,0.04,12000.0,Transaction note 00225 - system ref 00225
ORD00226,2025-08-14,CUST106,P001,Laptop,Electronics,South,Online,2,65000,0.06,122200.0,Transaction note 00226 - system ref 00226
ORD00227,2025-08-15,CUST107,P002,Monitor,Accessories,East,Retail,3,18000,0.08,49680.0,Transaction note 00227 - system ref 00227
ORD00228,2025-08-16,CUST108,P003,Keyboard,Office Equipment,West,Partner,4,2200,0.1,7920.0,Transaction note 00228 - system ref 00228
ORD00229,2025-08-17,CUST109,P004,Mouse,Electronics,North,Online,5,900,0.0,4500.0,Transaction note 00229 - system ref 00229
ORD00230,2025-08-18,CUST110,P005,Printer,Accessories,South,Retail,6,12500,0.02,73500.0,Transaction note 00230 - system ref 00230
ORD00231,2025-08-19,CUST111,P006,Laptop,Office Equipment,East,Partner,7,65000,0.04,436800.0,Transaction note 00231 - system ref 00231
ORD00232,2025-08-20,CUST112,P007,Monitor,Electronics,West,Online,8,18000,0.06,135360.0,Transaction note 00232 - system ref 00232
ORD00233,2025-08-21,CUST113,P008,Keyboard,Accessories,North,Retail,1,2200,0.08,2024.0,Transaction note 00233 - system ref 00233
ORD00234,2025-08-22,CUST114,P009,Mouse,Office Equipment,South,Partner,2,900,0.1,1620.0,Transaction note 00234 - system ref 00234
ORD00235,2025-08-23,CUST115,P010,Printer,Electronics,East,Online,3,12500,0.0,37500.0,Transaction note 00235 - system ref 00235
ORD00236,2025-08-24,CUST116,P011,Laptop,Accessories,West,Retail,4,65000,0.02,254800.0,Transaction note 00236 - system ref 00236
ORD00237,2025-08-25,CUST117,P012,Monitor,Office Equipment,North,Partner,5,18000,0.04,86400.0,Transaction note 00237 - system ref 00237
ORD00238,2025-08-26,CUST118,P013,Keyboard,Electronics,South,Online,6,2200,0.06,12408.0,Transaction note 00238 - system ref 00238
ORD00239,2025-08-27,CUST119,P014,Mouse,Accessories,East,Retail,7,900,0.08,5796.0,Transaction note 00239 - system ref 00239
ORD00240,2025-08-28,CUST120,P015,Printer,Office Equipment,West,Partner,8,12500,0.1,90000.0,Transaction note 00240 - system ref 00240
ORD00241,2025-08-29,CUST001,P016,Laptop,Electronics,North,Online,1,65000,0.0,65000.0,Transaction note 00241 - system ref 00241
ORD00242,2025-08-30,CUST002,P017,Monitor,Accessories,South,Retail,2,18000,0.02,35280.0,Transaction note 00242 - system ref 00242
ORD00243,2025-08-31,CUST003,P018,Keyboard,Office Equipment,East,Partner,3,2200,0.04,6336.0,Transaction note 00243 - system ref 00243
ORD00244,2025-09-01,CUST004,P019,Mouse,Electronics,West,Online,4,900,0.06,3384.0,Transaction note 00244 - system ref 00244
ORD00245,2025-09-02,CUST005,P020,Printer,Accessories,North,Retail,5,12500,0.08,57500.0,Transaction note 00245 - system ref 00245
ORD00246,2025-09-03,CUST006,P021,Laptop,Office Equipment,South,Partner,6,65000,0.1,351000.0,Transaction note 00246 - system ref 00246
ORD00247,2025-09-04,CUST007,P022,Monitor,Electronics,East,Online,7,18000,0.0,126000.0,Transaction note 00247 - system ref 00247
ORD00248,2025-09-05,CUST008,P023,Keyboard,Accessories,West,Retail,8,2200,0.02,17248.0,Transaction note 00248 - system ref 00248
ORD00249,2025-09-06,CUST009,P024,Mouse,Office Equipment,North,Partner,1,900,0.04,864.0,Transaction note 00249 - system ref 00249
ORD00250,2025-09-07,CUST010,P025,Printer,Electronics,South,Online,2,12500,0.06,23500.0,Transaction note 00250 - system ref 00250
ORD00251,2025-09-08,CUST011,P001,Laptop,Accessories,East,Retail,3,65000,0.08,179400.0,Transaction note 00251 - system ref 00251
ORD00252,2025-09-09,CUST012,P002,Monitor,Office Equipment,West,Partner,4,18000,0.1,64800.0,Transaction note 00252 - system ref 00252
ORD00253,2025-09-10,CUST013,P003,Keyboard,Electronics,North,Online,5,2200,0.0,11000.0,Transaction note 00253 - system ref 00253
ORD00254,2025-09-11,CUST014,P004,Mouse,Accessories,South,Retail,6,900,0.02,5292.0,Transaction note 00254 - system ref 00254
ORD00255,2025-09-12,CUST015,P005,Printer,Office Equipment,East,Partner,7,12500,0.04,84000.0,Transaction note 00255 - system ref 00255
ORD00256,2025-09-13,CUST016,P006,Laptop,Electronics,West,Online,8,65000,0.06,488800.0,Transaction note 00256 - system ref 00256
ORD00257,2025-09-14,CUST017,P007,Monitor,Accessories,North,Retail,1,18000,0.08,16560.0,Transaction note 00257 - system ref 00257
ORD00258,2025-09-15,CUST018,P008,Keyboard,Office Equipment,South,Partner,2,2200,0.1,3960.0,Transaction note 00258 - system ref 00258
ORD00259,2025-09-16,CUST019,P009,Mouse,Electronics,East,Online,3,900,0.0,2700.0,Transaction note 00259 - system ref 00259
ORD00260,2025-09-17,CUST020,P010,Printer,Accessories,West,Retail,4,12500,0.02,49000.0,Transaction note 00260 - system ref 00260
ORD00261,2025-09-18,CUST021,P011,Laptop,Office Equipment,North,Partner,5,65000,0.04,312000.0,Transaction note 00261 - system ref 00261
ORD00262,2025-09-19,CUST022,P012,Monitor,Electronics,South,Online,6,18000,0.06,101520.0,Transaction note 00262 - system ref 00262
ORD00263,2025-09-20,CUST023,P013,Keyboard,Accessories,East,Retail,7,2200,0.08,14168.0,Transaction note 00263 - system ref 00263
ORD00264,2025-09-21,CUST024,P014,Mouse,Office Equipment,West,Partner,8,900,0.1,6480.0,Transaction note 00264 - system ref 00264
ORD00265,2025-09-22,CUST025,P015,Printer,Electronics,North,Online,1,12500,0.0,12500.0,Transaction note 00265 - system ref 00265
ORD00266,2025-09-23,CUST026,P016,Laptop,Accessories,South,Retail,2,65000,0.02,127400.0,Transaction note 00266 - system ref 00266
ORD00267,2025-09-24,CUST027,P017,Monitor,Office Equipment,East,Partner,3,18000,0.04,51840.0,Transaction note 00267 - system ref 00267
ORD00268,2025-09-25,CUST028,P018,Keyboard,Electronics,West,Online,4,2200,0.06,8272.0,Transaction note 00268 - system ref 00268
ORD00269,2025-09-26,CUST029,P019,Mouse,Accessories,North,Retail,5,900,0.08,4140.0,Transaction note 00269 - system ref 00269
ORD00270,2025-09-27,CUST030,P020,Printer,Office Equipment,South,Partner,6,12500,0.1,67500.0,Transaction note 00270 - system ref 00270
ORD00271,2025-09-28,CUST031,P021,Laptop,Electronics,East,Online,7,65000,0.0,455000.0,Transaction note 00271 - system ref 00271
ORD00272,2025-09-29,CUST032,P022,Monitor,Accessories,West,Retail,8,18000,0.02,141120.0,Transaction note 00272 - system ref 00272
ORD00273,2025-09-30,CUST033,P023,Keyboard,Office Equipment,North,Partner,1,2200,0.04,2112.0,Transaction note 00273 - system ref 00273
ORD00274,2025-10-01,CUST034,P024,Mouse,Electronics,South,Online,2,900,0.06,1692.0,Transaction note 00274 - system ref 00274
ORD00275,2025-10-02,CUST035,P025,Printer,Accessories,East,Retail,3,12500,0.08,34500.0,Transaction note 00275 - system ref 00275
ORD00276,2025-10-03,CUST036,P001,Laptop,Office Equipment,West,Partner,4,65000,0.1,234000.0,Transaction note 00276 - system ref 00276
ORD00277,2025-10-04,CUST037,P002,Monitor,Electronics,North,Online,5,18000,0.0,90000.0,Transaction note 00277 - system ref 00277
ORD00278,2025-10-05,CUST038,P003,Keyboard,Accessories,South,Retail,6,2200,0.02,12936.0,Transaction note 00278 - system ref 00278
ORD00279,2025-10-06,CUST039,P004,Mouse,Office Equipment,East,Partner,7,900,0.04,6048.0,Transaction note 00279 - system ref 00279
ORD00280,2025-10-07,CUST040,P005,Printer,Electronics,West,Online,8,12500,0.06,94000.0,Transaction note 00280 - system ref 00280
ORD00281,2025-10-08,CUST041,P006,Laptop,Accessories,North,Retail,1,65000,0.08,59800.0,Transaction note 00281 - system ref 00281
ORD00282,2025-10-09,CUST042,P007,Monitor,Office Equipment,South,Partner,2,18000,0.1,32400.0,Transaction note 00282 - system ref 00282
ORD00283,2025-10-10,CUST043,P008,Keyboard,Electronics,East,Online,3,2200,0.0,6600.0,Transaction note 00283 - system ref 00283
ORD00284,2025-10-11,CUST044,P009,Mouse,Accessories,West,Retail,4,900,0.02,3528.0,Transaction note 00284 - system ref 00284
ORD00285,2025-10-12,CUST045,P010,Printer,Office Equipment,North,Partner,5,12500,0.04,60000.0,Transaction note 00285 - system ref 00285
ORD00286,2025-10-13,CUST046,P011,Laptop,Electronics,South,Online,6,65000,0.06,366600.0,Transaction note 00286 - system ref 00286
ORD00287,2025-10-14,CUST047,P012,Monitor,Accessories,East,Retail,7,18000,0.08,115920.0,Transaction note 00287 - system ref 00287
ORD00288,2025-10-15,CUST048,P013,Keyboard,Office Equipment,West,Partner,8,2200,0.1,15840.0,Transaction note 00288 - system ref 00288
ORD00289,2025-10-16,CUST049,P014,Mouse,Electronics,North,Online,1,900,0.0,900.0,Transaction note 00289 - system ref 00289
ORD00290,2025-10-17,CUST050,P015,Printer,Accessories,South,Retail,2,12500,0.02,24500.0,Transaction note 00290 - system ref 00290
ORD00291,2025-10-18,CUST051,P016,Laptop,Office Equipment,East,Partner,3,65000,0.04,187200.0,Transaction note 00291 - system ref 00291
ORD00292,2025-10-19,CUST052,P017,Monitor,Electronics,West,Online,4,18000,0.06,67680.0,Transaction note 00292 - system ref 00292
ORD00293,2025-10-20,CUST053,P018,Keyboard,Accessories,North,Retail,5,2200,0.08,10120.0,Transaction note 00293 - system ref 00293
ORD00294,2025-10-21,CUST054,P019,Mouse,Office Equipment,South,Partner,6,900,0.1,4860.0,Transaction note 00294 - system ref 00294
ORD00295,2025-10-22,CUST055,P020,Printer,Electronics,East,Online,7,12500,0.0,87500.0,Transaction note 00295 - system ref 00295
ORD00296,2025-10-23,CUST056,P021,Laptop,Accessories,West,Retail,8,65000,0.02,509600.0,Transaction note 00296 - system ref 00296
ORD00297,2025-10-24,CUST057,P022,Monitor,Office Equipment,North,Partner,1,18000,0.04,17280.0,Transaction note 00297 - system ref 00297
ORD00298,2025-10-25,CUST058,P023,Keyboard,Electronics,South,Online,2,2200,0.06,4136.0,Transaction note 00298 - system ref 00298
ORD00299,2025-10-26,CUST059,P024,Mouse,Accessories,East,Retail,3,900,0.08,2484.0,Transaction note 00299 - system ref 00299
ORD00300,2025-10-27,CUST060,P025,Printer,Office Equipment,West,Partner,4,12500,0.1,45000.0,Transaction note 00300 - system ref 00300
ORD00301,2025-10-28,CUST061,P001,Laptop,Electronics,North,Online,5,65000,0.0,325000.0,Transaction note 00301 - system ref 00301
ORD00302,2025-10-29,CUST062,P002,Monitor,Accessories,South,Retail,6,18000,0.02,105840.0,Transaction note 00302 - system ref 00302
ORD00303,2025-10-30,CUST063,P003,Keyboard,Office Equipment,East,Partner,7,2200,0.04,14784.0,Transaction note 00303 - system ref 00303
ORD00304,2025-10-31,CUST064,P004,Mouse,Electronics,West,Online,8,900,0.06,6768.0,Transaction note 00304 - system ref 00304
ORD00305,2025-11-01,CUST065,P005,Printer,Accessories,North,Retail,1,12500,0.08,11500.0,Transaction note 00305 - system ref 00305
ORD00306,2025-11-02,CUST066,P006,Laptop,Office Equipment,South,Partner,2,65000,0.1,117000.0,Transaction note 00306 - system ref 00306
ORD00307,2025-11-03,CUST067,P007,Monitor,Electronics,East,Online,3,18000,0.0,54000.0,Transaction note 00307 - system ref 00307
ORD00308,2025-11-04,CUST068,P008,Keyboard,Accessories,West,Retail,4,2200,0.02,8624.0,Transaction note 00308 - system ref 00308
ORD00309,2025-11-05,CUST069,P009,Mouse,Office Equipment,North,Partner,5,900,0.04,4320.0,Transaction note 00309 - system ref 00309
ORD00310,2025-11-06,CUST070,P010,Printer,Electronics,South,Online,6,12500,0.06,70500.0,Transaction note 00310 - system ref 00310
ORD00311,2025-11-07,CUST071,P011,Laptop,Accessories,East,Retail,7,65000,0.08,418600.0,Transaction note 00311 - system ref 00311
ORD00312,2025-11-08,CUST072,P012,Monitor,Office Equipment,West,Partner,8,18000,0.1,129600.0,Transaction note 00312 - system ref 00312
ORD00313,2025-11-09,CUST073,P013,Keyboard,Electronics,North,Online,1,2200,0.0,2200.0,Transaction note 00313 - system ref 00313
ORD00314,2025-11-10,CUST074,P014,Mouse,Accessories,South,Retail,2,900,0.02,1764.0,Transaction note 00314 - system ref 00314
ORD00315,2025-11-11,CUST075,P015,Printer,Office Equipment,East,Partner,3,12500,0.04,36000.0,Transaction note 00315 - system ref 00315
ORD00316,2025-11-12,CUST076,P016,Laptop,Electronics,West,Online,4,65000,0.06,244400.0,Transaction note 00316 - system ref 00316
ORD00317,2025-11-13,CUST077,P017,Monitor,Accessories,North,Retail,5,18000,0.08,82800.0,Transaction note 00317 - system ref 00317
ORD00318,2025-11-14,CUST078,P018,Keyboard,Office Equipment,South,Partner,6,2200,0.1,11880.0,Transaction note 00318 - system ref 00318
ORD00319,2025-11-15,CUST079,P019,Mouse,Electronics,East,Online,7,900,0.0,6300.0,Transaction note 00319 - system ref 00319
ORD00320,2025-11-16,CUST080,P020,Printer,Accessories,West,Retail,8,12500,0.02,98000.0,Transaction note 00320 - system ref 00320
ORD00321,2025-11-17,CUST081,P021,Laptop,Office Equipment,North,Partner,1,65000,0.04,62400.0,Transaction note 00321 - system ref 00321
ORD00322,2025-11-18,CUST082,P022,Monitor,Electronics,South,Online,2,18000,0.06,33840.0,Transaction note 00322 - system ref 00322
ORD00323,2025-11-19,CUST083,P023,Keyboard,Accessories,East,Retail,3,2200,0.08,6072.0,Transaction note 00323 - system ref 00323
ORD00324,2025-11-20,CUST084,P024,Mouse,Office Equipment,West,Partner,4,900,0.1,3240.0,Transaction note 00324 - system ref 00324
ORD00325,2025-11-21,CUST085,P025,Printer,Electronics,North,Online,5,12500,0.0,62500.0,Transaction note 00325 - system ref 00325
ORD00326,2025-11-22,CUST086,P001,Laptop,Accessories,South,Retail,6,65000,0.02,382200.0,Transaction note 00326 - system ref 00326
ORD00327,2025-11-23,CUST087,P002,Monitor,Office Equipment,East,Partner,7,18000,0.04,120960.0,Transaction note 00327 - system ref 00327
ORD00328,2025-11-24,CUST088,P003,Keyboard,Electronics,West,Online,8,2200,0.06,16544.0,Transaction note 00328 - system ref 00328
ORD00329,2025-11-25,CUST089,P004,Mouse,Accessories,North,Retail,1,900,0.08,828.0,Transaction note 00329 - system ref 00329
ORD00330,2025-11-26,CUST090,P005,Printer,Office Equipment,South,Partner,2,12500,0.1,22500.0,Transaction note 00330 - system ref 00330
ORD00331,2025-11-27,CUST091,P006,Laptop,Electronics,East,Online,3,65000,0.0,195000.0,Transaction note 00331 - system ref 00331
ORD00332,2025-11-28,CUST092,P007,Monitor,Accessories,West,Retail,4,18000,0.02,70560.0,Transaction note 00332 - system ref 00332
ORD00333,2025-11-29,CUST093,P008,Keyboard,Office Equipment,North,Partner,5,2200,0.04,10560.0,Transaction note 00333 - system ref 00333
ORD00334,2025-11-30,CUST094,P009,Mouse,Electronics,South,Online,6,900,0.06,5076.0,Transaction note 00334 - system ref 00334
ORD00335,2025-12-01,CUST095,P010,Printer,Accessories,East,Retail,7,12500,0.08,80500.0,Transaction note 00335 - system ref 00335
ORD00336,2025-12-02,CUST096,P011,Laptop,Office Equipment,West,Partner,8,65000,0.1,468000.0,Transaction note 00336 - system ref 00336
ORD00337,2025-12-03,CUST097,P012,Monitor,Electronics,North,Online,1,18000,0.0,18000.0,Transaction note 00337 - system ref 00337
ORD00338,2025-12-04,CUST098,P013,Keyboard,Accessories,South,Retail,2,2200,0.02,4312.0,Transaction note 00338 - system ref 00338
ORD00339,2025-12-05,CUST099,P014,Mouse,Office Equipment,East,Partner,3,900,0.04,2592.0,Transaction note 00339 - system ref 00339
ORD00340,2025-12-06,CUST100,P015,Printer,Electronics,West,Online,4,12500,0.06,47000.0,Transaction note 00340 - system ref 00340
ORD00341,2025-12-07,CUST101,P016,Laptop,Accessories,North,Retail,5,65000,0.08,299000.0,Transaction note 00341 - system ref 00341
ORD00342,2025-12-08,CUST102,P017,Monitor,Office Equipment,South,Partner,6,18000,0.1,97200.0,Transaction note 00342 - system ref 00342
ORD00343,2025-12-09,CUST103,P018,Keyboard,Electronics,East,Online,7,2200,0.0,15400.0,Transaction note 00343 - system ref 00343
ORD00344,2025-12-10,CUST104,P019,Mouse,Accessories,West,Retail,8,900,0.02,7056.0,Transaction note 00344 - system ref 00344
ORD00345,2025-12-11,CUST105,P020,Printer,Office Equipment,North,Partner,1,12500,0.04,12000.0,Transaction note 00345 - system ref 00345
ORD00346,2025-12-12,CUST106,P021,Laptop,Electronics,South,Online,2,65000,0.06,122200.0,Transaction note 00346 - system ref 00346
ORD00347,2025-12-13,CUST107,P022,Monitor,Accessories,East,Retail,3,18000,0.08,49680.0,Transaction note 00347 - system ref 00347
ORD00348,2025-12-14,CUST108,P023,Keyboard,Office Equipment,West,Partner,4,2200,0.1,7920.0,Transaction note 00348 - system ref 00348
ORD00349,2025-12-15,CUST109,P024,Mouse,Electronics,North,Online,5,900,0.0,4500.0,Transaction note 00349 - system ref 00349
ORD00350,2025-12-16,CUST110,P025,Printer,Accessories,South,Retail,6,12500,0.02,73500.0,Transaction note 00350 - system ref 00350
ORD00351,2025-12-17,CUST111,P001,Laptop,Office Equipment,East,Partner,7,65000,0.04,436800.0,Transaction note 00351 - system ref 00351
ORD00352,2025-12-18,CUST112,P002,Monitor,Electronics,West,Online,8,18000,0.06,135360.0,Transaction note 00352 - system ref 00352
ORD00353,2025-12-19,CUST113,P003,Keyboard,Accessories,North,Retail,1,2200,0.08,2024.0,Transaction note 00353 - system ref 00353
ORD00354,2025-12-20,CUST114,P004,Mouse,Office Equipment,South,Partner,2,900,0.1,1620.0,Transaction note 00354 - system ref 00354
ORD00355,2025-12-21,CUST115,P005,Printer,Electronics,East,Online,3,12500,0.0,37500.0,Transaction note 00355 - system ref 00355
ORD00356,2025-12-22,CUST116,P006,Laptop,Accessories,West,Retail,4,65000,0.02,254800.0,Transaction note 00356 - system ref 00356
ORD00357,2025-12-23,CUST117,P007,Monitor,Office Equipment,North,Partner,5,18000,0.04,86400.0,Transaction note 00357 - system ref 00357
ORD00358,2025-12-24,CUST118,P008,Keyboard,Electronics,South,Online,6,2200,0.06,12408.0,Transaction note 00358 - system ref 00358
ORD00359,2025-12-25,CUST119,P009,Mouse,Accessories,East,Retail,7,900,0.08,5796.0,Transaction note 00359 - system ref 00359
ORD00360,2025-12-26,CUST120,P010,Printer,Office Equipment,West,Partner,8,12500,0.1,90000.0,Transaction note 00360 - system ref 00360
ORD00361,2025-12-27,CUST001,P011,Laptop,Electronics,North,Online,1,65000,0.0,65000.0,Transaction note 00361 - system ref 00361
ORD00362,2025-12-28,CUST002,P012,Monitor,Accessories,South,Retail,2,18000,0.02,35280.0,Transaction note 00362 - system ref 00362
ORD00363,2025-12-29,CUST003,P013,Keyboard,Office Equipment,East,Partner,3,2200,0.04,6336.0,Transaction note 00363 - system ref 00363
ORD00364,2025-12-30,CUST004,P014,Mouse,Electronics,West,Online,4,900,0.06,3384.0,Transaction note 00364 - system ref 00364
ORD00365,2025-12-31,CUST005,P015,Printer,Accessories,North,Retail,5,12500,0.08,57500.0,Transaction note 00365 - system ref 00365
ORD00366,2026-01-01,CUST006,P016,Laptop,Office Equipment,South,Partner,6,65000,0.1,351000.0,Transaction note 00366 - system ref 00366
ORD00367,2026-01-02,CUST007,P017,Monitor,Electronics,East,Online,7,18000,0.0,126000.0,Transaction note 00367 - system ref 00367
ORD00368,2026-01-03,CUST008,P018,Keyboard,Accessories,West,Retail,8,2200,0.02,17248.0,Transaction note 00368 - system ref 00368
ORD00369,2026-01-04,CUST009,P019,Mouse,Office Equipment,North,Partner,1,900,0.04,864.0,Transaction note 00369 - system ref 00369
ORD00370,2026-01-05,CUST010,P020,Printer,Electronics,South,Online,2,12500,0.06,23500.0,Transaction note 00370 - system ref 00370
ORD00371,2026-01-06,CUST011,P021,Laptop,Accessories,East,Retail,3,65000,0.08,179400.0,Transaction note 00371 - system ref 00371
ORD00372,2026-01-07,CUST012,P022,Monitor,Office Equipment,West,Partner,4,18000,0.1,64800.0,Transaction note 00372 - system ref 00372
ORD00373,2026-01-08,CUST013,P023,Keyboard,Electronics,North,Online,5,2200,0.0,11000.0,Transaction note 00373 - system ref 00373
ORD00374,2026-01-09,CUST014,P024,Mouse,Accessories,South,Retail,6,900,0.02,5292.0,Transaction note 00374 - system ref 00374
ORD00375,2026-01-10,CUST015,P025,Printer,Office Equipment,East,Partner,7,12500,0.04,84000.0,Transaction note 00375 - system ref 00375
ORD00376,2026-01-11,CUST016,P001,Laptop,Electronics,West,Online,8,65000,0.06,488800.0,Transaction note 00376 - system ref 00376
ORD00377,2026-01-12,CUST017,P002,Monitor,Accessories,North,Retail,1,18000,0.08,16560.0,Transaction note 00377 - system ref 00377
ORD00378,2026-01-13,CUST018,P003,Keyboard,Office Equipment,South,Partner,2,2200,0.1,3960.0,Transaction note 00378 - system ref 00378
ORD00379,2026-01-14,CUST019,P004,Mouse,Electronics,East,Online,3,900,0.0,2700.0,Transaction note 00379 - system ref 00379
ORD00380,2026-01-15,CUST020,P005,Printer,Accessories,West,Retail,4,12500,0.02,49000.0,Transaction note 00380 - system ref 00380
ORD00381,2026-01-16,CUST021,P006,Laptop,Office Equipment,North,Partner,5,65000,0.04,312000.0,Transaction note 00381 - system ref 00381
ORD00382,2026-01-17,CUST022,P007,Monitor,Electronics,South,Online,6,18000,0.06,101520.0,Transaction note 00382 - system ref 00382
ORD00383,2026-01-18,CUST023,P008,Keyboard,Accessories,East,Retail,7,2200,0.08,14168.0,Transaction note 00383 - system ref 00383
ORD00384,2026-01-19,CUST024,P009,Mouse,Office Equipment,West,Partner,8,900,0.1,6480.0,Transaction note 00384 - system ref 00384
ORD00385,2026-01-20,CUST025,P010,Printer,Electronics,North,Online,1,12500,0.0,12500.0,Transaction note 00385 - system ref 00385
ORD00386,2026-01-21,CUST026,P011,Laptop,Accessories,South,Retail,2,65000,0.02,127400.0,Transaction note 00386 - system ref 00386
ORD00387,2026-01-22,CUST027,P012,Monitor,Office Equipment,East,Partner,3,18000,0.04,51840.0,Transaction note 00387 - system ref 00387
ORD00388,2026-01-23,CUST028,P013,Keyboard,Electronics,West,Online,4,2200,0.06,8272.0,Transaction note 00388 - system ref 00388
ORD00389,2026-01-24,CUST029,P014,Mouse,Accessories,North,Retail,5,900,0.08,4140.0,Transaction note 00389 - system ref 00389
ORD00390,2026-01-25,CUST030,P015,Printer,Office Equipment,South,Partner,6,12500,0.1,67500.0,Transaction note 00390 - system ref 00390
ORD00391,2026-01-26,CUST031,P016,Laptop,Electronics,East,Online,7,65000,0.0,455000.0,Transaction note 00391 - system ref 00391
ORD00392,2026-01-27,CUST032,P017,Monitor,Accessories,West,Retail,8,18000,0.02,141120.0,Transaction note 00392 - system ref 00392
ORD00393,2026-01-28,CUST033,P018,Keyboard,Office Equipment,North,Partner,1,2200,0.04,2112.0,Transaction note 00393 - system ref 00393
ORD00394,2026-01-29,CUST034,P019,Mouse,Electronics,South,Online,2,900,0.06,1692.0,Transaction note 00394 - system ref 00394
ORD00395,2026-01-30,CUST035,P020,Printer,Accessories,East,Retail,3,12500,0.08,34500.0,Transaction note 00395 - system ref 00395
ORD00396,2026-01-31,CUST036,P021,Laptop,Office Equipment,West,Partner,4,65000,0.1,234000.0,Transaction note 00396 - system ref 00396
ORD00397,2026-02-01,CUST037,P022,Monitor,Electronics,North,Online,5,18000,0.0,90000.0,Transaction note 00397 - system ref 00397
ORD00398,2026-02-02,CUST038,P023,Keyboard,Accessories,South,Retail,6,2200,0.02,12936.0,Transaction note 00398 - system ref 00398
ORD00399,2026-02-03,CUST039,P024,Mouse,Office Equipment,East,Partner,7,900,0.04,6048.0,Transaction note 00399 - system ref 00399
ORD00400,2026-02-04,CUST040,P025,Printer,Electronics,West,Online,8,12500,0.06,94000.0,Transaction note 00400 - system ref 00400
ORD00401,2026-02-05,CUST041,P001,Laptop,Accessories,North,Retail,1,65000,0.08,59800.0,Transaction note 00401 - system ref 00401
ORD00402,2026-02-06,CUST042,P002,Monitor,Office Equipment,South,Partner,2,18000,0.1,32400.0,Transaction note 00402 - system ref 00402
ORD00403,2026-02-07,CUST043,P003,Keyboard,Electronics,East,Online,3,2200,0.0,6600.0,Transaction note 00403 - system ref 00403
ORD00404,2026-02-08,CUST044,P004,Mouse,Accessories,West,Retail,4,900,0.02,3528.0,Transaction note 00404 - system ref 00404
ORD00405,2026-02-09,CUST045,P005,Printer,Office Equipment,North,Partner,5,12500,0.04,60000.0,Transaction note 00405 - system ref 00405
ORD00406,2026-02-10,CUST046,P006,Laptop,Electronics,South,Online,6,65000,0.06,366600.0,Transaction note 00406 - system ref 00406
ORD00407,2026-02-11,CUST047,P007,Monitor,Accessories,East,Retail,7,18000,0.08,115920.0,Transaction note 00407 - system ref 00407
