device_id,timestamp,temperature,humidity,status
D0039,2026-01-05 10:45:00,25.91,55.89,Critical
D0084,2026-01-05 10:50:00,28.3,52.96,Normal
D0025,2026-01-05 10:55:00,22.63,47.0,Warning
D0074,2026-01-05 11:00:00,30.47,40.43,Normal
D0078,2026-01-05 11:05:00,31.94,67.97,Normal
D0089,2026-01-05 11:10:00,25.06,44.65,Normal
D0047,2026-01-05 11:15:00,27.3,71.42,Normal
D0047,2026-01-05 11:20:00,26.32,52.74,Critical 
D0026,2026-01-05 11:25:00,25.77,89.8,Warning
D0075,2026-01-05 11:30:00,26.17,38.27,Warning
D0034,2026-01-05 11:35:00,29.02,60.69,Critical
D0044,2026-01-05 11:40:00,31.23,60.69,Normal
D0051,2026-01-05 11:45:00,25.92,67.07,Normal
D0098,2026-01-05 11:50:00,27.99,52.34,Critical
D0057,2026-01-05 11:55:00,28.33,55.3,Warning
D0031,2026-01-05 12:00:00,25.88,35.18,Critical
D0084,2026-01-05 12:05:00,,39.49,Warning
D0100,2026-01-05 12:10:00,30.1,50.38,Critical
D0060,2026-01-05 12:15:00,29.18,50.31,Critical
D0049,2026-01-05 12:20:00,27.94,43.38,Normal
D0027,2026-01-05 12:25:00,31.04,40.89,Warning
D0058,2026-01-05 12:30:00,30.14,44.21,Normal
D0079,2026-01-05 12:35:00,25.62,67.54,Critical
D0010,2026-01-05 12:40:00,26.45,44.89,Normal
D0019,2026-01-05 12:45:00,30.55,87.96,Normal
D0030,2026-01-05 12:50:00,29.86,87.77,Normal
D0004,2026-01-05 12:55:00,29.62,63.94,Critical
D0084,2026-01-05 13:00:00,25.98,80.9,Critical
D0032,2026-01-05 13:05:00,25.37,61.24,Warning
D0015,2026-01-05 13:10:00,29.04,76.77,Normal
D0062,2026-01-05 13:15:00,27.85,79.41,Critical
D0082,2026-01-05 13:20:00,30.51,80.69,Critical
D0066,2026-01-05 13:25:00,31.64,78.05,Critical
D0036,2026-01-05 13:30:00,28.63,53.82,Normal
D0079,2026-01-05 13:35:00,22.36,83.35,Normal
D0063,2026-01-05 13:40:00,29.92,81.4,Normal
D0054,2026-01-05 13:45:00,28.67,76.43,Warning
D0094,2026-01-05 13:50:00,23.88,46.0,Warning
D0049,2026-01-05 13:55:00,29.81,51.8,Warning
D0039,2026-01-05 14:00:00,27.0,79.24,Critical
D0002,2026-01-05 14:05:00,31.62,38.44,Critical
D0070,2026-01-05 14:10:00,23.89,67.86,Warning
D0090,2026-01-05 14:15:00,34.16,67.44,Warning
D0033,2026-01-05 14:20:00,25.48,67.22,Normal
D0073,2026-01-05 14:25:00,32.18,45.17,Normal
D0020,2026-01-05 14:30:00,29.19,59.79,Normal
D0083,2026-01-05 14:35:00,28.7,68.82,Warning
D0075,2026-01-05 14:40:00,27.14,66.74,Normal
D0058,2026-01-05 14:45:00,26.19,71.15,Normal
D0082,2026-01-05 14:50:00,26.46,59.77,Normal
D0069,2026-01-05 14:55:00,29.62,62.65,Critical
D0087,2026-01-05 15:00:00,28.64,53.34,Normal
D0047,2026-01-05 15:05:00,30.48,71.12,Warning
D0064,2026-01-05 15:10:00,31.68,61.48,Warning
D0033,2026-01-05 15:15:00,32.31,67.88,Normal
D0072,2026-01-05 15:20:00,26.97,74.74,Warning
D0007,2026-01-05 15:25:00,28.43,85.55,Warning
D0045,2026-01-05 15:30:00,31.25,54.99,Warning
D0079,2026-01-05 15:35:00,31.7,88.13,Critical
D0044,2026-01-05 15:40:00,35.97,35.46,Critical
D0009,2026-01-05 15:45:00,26.38,48.21,Critical
D0049,2026-01-05 15:50:00,29.86,70.67,Warning
D0029,2026-01-05 15:55:00,23.19,68.17,Warning
D0058,2026-01-05 16:00:00,28.85,84.97,Critical
D0015,2026-01-05 16:05:00,33.58,78.62,Critical
D0024,2026-01-05 16:10:00,30.17,87.84,Warning
D0091,2026-01-05 16:15:00,36.48,67.35,Normal
D0018,2026-01-05 16:20:00,28.13,53.61,Warning
D0073,2026-01-05 16:25:00,27.84,65.71,Normal
D0019,2026-01-05 16:30:00,32.57,80.37,Critical
D0052,2026-01-05 16:35:00,31.32,59.52,Critical
D0064,2026-01-05 16:40:00,29.04,56.42,Critical
D0071,2026-01-05 16:45:00,,57.26,Normal
D0099,2026-01-05 16:50:00,27.45,75.38,Normal
D0071,2026-01-05 16:55:00,28.98,73.26,Critical
D0037,2026-01-05 17:00:00,23.66,37.47,Normal
D0088,2026-01-05 17:05:00,28.04,35.68,NORMAL
D0023,2026-01-05 17:10:00,24.75,42.6,Normal
D0066,2026-01-05 17:15:00,25.64,75.38,Normal
D0005,2026-01-05 17:20:00,27.64,41.85,Critical
D0063,2026-01-05 17:25:00,32.05,78.72,Critical
D0091,2026-01-05 17:30:00,31.85,87.04,Critical
D0060,2026-01-05 17:35:00,33.48,80.2,Warning
D0069,2026-01-05 17:40:00,27.67,67.03,Normal
D0032,2026-01-05 17:45:00,27.05,43.37,Critical
D0063,2026-01-05 17:50:00,24.53,38.95,Warning
D0019,2026-01-05 17:55:00,30.62,78.29,Normal
D0090,2026-01-05 18:00:00,30.8,54.86,Normal
D0057,2026-01-05 18:05:00,30.43,89.49,Warning
D0029,2026-01-05 18:10:00,23.15,48.03,Warning
D0097,2026-01-05 18:15:00,31.06,58.86,Warning
D0018,2026-01-05 18:20:00,34.44,79.31,Normal
D0028,2026-01-05 18:25:00,27.83,52.41,Critical
D0053,2026-01-05 18:30:00,31.05,62.74,Warning
D0030,2026-01-05 18:35:00,29.35,63.2,Normal
D0061,2026-01-05 18:40:00,34.62,55.1,Critical
D0027,2026-01-05 18:45:00,32.2,59.19,Normal
D0094,2026-01-05 18:50:00,29.62,60.1,Warning
D0045,2026-01-05 18:55:00,32.47,80.01,Warning
D0100,2026-01-05 19:00:00,27.92,57.36,Normal
D0064,2026-01-05 19:05:00,30.98,38.38,Warning
D0031,2026-01-05 19:10:00,18.9,35.33,Warning
D0015,2026-01-05 19:15:00,21.74,68.03,Critical
D0066,2026-01-05 19:20:00,20.39,36.96,Warning
D0034,2026-01-05 19:25:00,29.44,66.97,Critical
D0039,2026-01-05 19:30:00,31.65,69.53,Critical
D0084,2026-01-05 19:35:00,33.85,65.15,Critical
D0050,2026-01-05 19:40:00,,48.29,Normal
D0085,2026-01-05 19:45:00,31.18,80.66,Warning
D0039,2026-01-05 19:50:00,22.63,52.44,Critical
D0069,2026-01-05 19:55:00,35.66,69.63,Critical
D0051,2026-01-05 20:00:00,25.41,38.32,Warning
D0099,2026-01-05 20:05:00,26.37,79.86,Critical
D0091,2026-01-05 20:10:00,28.22,80.83,Normal
D0072,2026-01-05 20:15:00,33.68,40.0,Normal
D0093,2026-01-05 20:20:00,25.74,87.94,Warning
D0066,2026-01-05 20:25:00,29.2,73.74,Normal
D0065,2026-01-05 20:30:00,28.32,73.82,Warning
D0076,2026-01-05 20:35:00,31.8,69.29,Warning
D0073,2026-01-05 20:40:00,22.04,86.19,Warning
D0066,2026-01-05 20:45:00,30.95,66.72,Normal
D0017,2026-01-05 20:50:00,36.19,86.67,Normal
D0063,2026-01-05 20:55:00,27.29,59.53,Critical
D0023,2026-01-05 21:00:00,29.35,64.63,Critical
D0021,2026-01-05 21:05:00,34.36,46.47,Warning
D0072,2026-01-05 21:10:00,26.79,69.07,Normal
D0064,2026-01-05 21:15:00,32.43,54.32,Warning
D0006,2026-01-05 21:20:00,32.31,52.76,Warning
D0069,2026-01-05 21:25:00,26.84,79.87,Warning
D0011,2026-01-05 21:30:00,21.84,50.33,Warning
D0020,2026-01-05 21:35:00,29.23,75.25,Warning
D0083,2026-01-05 21:40:00,30.81,77.01,Critical
D0077,2026-01-05 21:45:00,27.21,89.73,Critical
D0050,2026-01-05 21:50:00,28.55,77.2,Warning
D0006,2026-01-05 21:55:00,34.65,63.98,Critical
D0021,2026-01-05 22:00:00,31.82,41.63,Warning
D0014,2026-01-05 22:05:00,28.68,,Normal
D0069,2026-01-05 22:10:00,27.81,44.36,Warning
D0080,2026-01-05 22:15:00,20.6,45.26,Critical
D0063,2026-01-05 22:20:00,22.24,53.52,Warning
D0095,2026-01-05 22:25:00,30.23,37.05,Warning
D0083,2026-01-05 22:30:00,30.0,72.75,Critical
D0083,2026-01-05 22:35:00,27.3,65.49,Critical
D0096,2026-01-05 22:40:00,35.25,65.94,Normal
D0100,2026-01-05 22:45:00,28.92,45.97,Critical
D0041,2026-01-05 22:50:00,33.03,62.69,Warning
D0011,2026-01-05 22:55:00,36.91,61.44,Normal
D0089,2026-01-05 23:00:00,27.41,77.5,Warning
D0047,2026-01-05 23:05:00,28.77,46.51,Normal
D0060,2026-01-05 23:10:00,34.66,57.51,Critical
D0090,2026-01-05 23:15:00,27.98,38.23,Critical
D0029,2026-01-05 23:20:00,24.15,49.16,Warning
D0030,2026-01-05 23:25:00,28.97,44.58,Critical
D0064,2026-01-05 23:30:00,34.35,37.99,Warning
D0076,2026-01-05 23:35:00,27.8,45.87,Warning
D0030,2026-01-05 23:40:00,33.24,55.19,Critical
D0018,2026-01-05 23:45:00,22.89,83.71,Warning
D0004 ,2026-01-05 23:50:00,24.04,44.81,Warning
D0096,2026-01-05 23:55:00,29.68,36.84,Critical
D0051,2026-01-06 00:00:00,27.38,66.3,Warning
D0080,2026-01-06 00:05:00,30.52,81.92,Critical
D0073,2026-01-06 00:10:00,28.07,85.98,Warning
D0030,2026-01-06 00:15:00,21.99,58.23,Critical
D0070,2026-01-06 00:20:00,33.03,75.43,Normal
D0023,2026-01-06 00:25:00,26.59,45.86,Critical
D0015,2026-01-06 00:30:00,20.89,77.78,Critical
D0049,2026-01-06 00:35:00,21.87,42.5,Warning
D0085,2026-01-06 00:40:00,31.83,39.55,Critical
D0099,2026-01-06 00:45:00,28.83,57.55,Critical
D0001,2026-01-06 00:50:00,31.08,65.84,Critical
D0036,2026-01-06 00:55:00,31.79,64.33,Warning
D0029,2026-01-06 01:00:00,31.88,76.15,Critical
D0053,2026-01-06 01:05:00,37.45,79.86,Warning
D0062,2026-01-06 01:10:00,30.32,68.16,Normal
D0035,2026-01-06 01:15:00,20.81,73.32,Critical
D0047,2026-01-06 01:20:00,27.86,65.29,Warning
D0051,01/32/2026 10:00,26.02,65.83,Normal
D0095,2026-01-06 01:30:00,36.06,57.93,Critical
D0082,2026-01-06 01:35:00,26.3,66.43,Critical
D0023,2026-01-06 01:40:00,32.02,77.3,Warning
D0073,2026-01-06 01:45:00,28.76,51.39,Normal
D0071,2026-01-06 01:50:00,25.97,57.4,Warning
D0059,2026-01-06 01:55:00,29.42,40.26,Normal
D0097,2026-01-06 02:00:00,25.87,60.11,Normal
D0045,2026-01-06 02:05:00,30.92,71.83,Warning
D0076,2026-01-06 02:10:00,21.85,76.02,Critical
D0076,2026-01-06 02:15:00,29.82,62.01,Warning
D0053,2026-01-06 02:20:00,28.67,43.53,Warning
D0014,2026-01-06 02:25:00,23.0,64.94,Normal
D0062,2026-01-06 02:30:00,23.25,59.24,Warning
D0042,2026-01-06 02:35:00,21.49,66.3,Normal
D0025,2026-01-06 02:40:00,32.9,45.62,Critical
D0051,2026-01-06 02:45:00,27.77,75.42,Warning
D0087,2026-01-06 02:50:00,26.91,54.11,Normal
D0094,2026-01-06 02:55:00,29.47,40.26,Normal
D0065,2026-01-06 03:00:00,22.25,39.53,Warning
D0050,2026-01-06 03:05:00,21.12,83.52,Normal
D0033,2026-01-06 03:10:00,27.43,82.47,Normal
D0042,2026-01-06 03:15:00,24.7,57.31,Critical
D0067,2026-01-06 03:20:00,26.62,,Warning
D0038,2026-01-06 03:25:00,28.14,48.04,Warning
D0044,2026-01-06 03:30:00,31.89,76.28,Normal
D0091,2026-01-06 03:35:00,29.19,47.7,Warning
D0069,2026-01-06 03:40:00,32.49,88.66,Critical
D0082,2026-01-06 03:45:00,24.98,38.78,Normal
D0035,2026-01-06 03:50:00,22.89,43.58,Normal
D0025,2026-01-06 03:55:00,31.28,57.34,Warning
D0056,2026-01-06 04:00:00,,63.36,Normal
D0069,2026-01-06 04:05:00,23.55,57.58,Critical
D0079,2026-01-06 04:10:00,33.52,41.15,Critical
D0067,2026-01-06 04:15:00,24.36,62.05,Critical
D0080,2026-01-06 04:20:00,28.45,44.14,Normal
D0080,2026-01-06 04:25:00,30.8,68.15,Normal
D0075,2026-01-06 04:30:00,30.46,83.9,Normal
D0026,2026-01-06 04:35:00,27.86,72.79,Normal
D0087,2026-01-06 04:40:00,27.09,86.43,Normal
 D0010,2026-01-06 04:45:00,22.85,61.71,Normal
D0001,2026-01-06 04:50:00,37.23,45.79,Critical
D0063,2026-01-06 04:55:00,30.49,88.7,Normal
D0014,2026-01-06 05:00:00,26.09,76.94,Warning
D0090,2026-01-06 05:05:00,34.02,42.83,Normal
D0001,2026-01-06 05:10:00,30.84,75.03,Normal
D0082,2026-01-06 05:15:00,27.75,,Critical
D0084,2026-01-06 05:20:00,31.73,86.06,Critical
D0087,2026-01-06 05:25:00,21.64,73.89,Critical
D0047,2026-01-06 05:30:00,31.77,68.86,critical
D0043,2026-01-06 05:35:00,26.64,42.05,Warning
D0076,2026-01-06 05:40:00,33.43,70.87,Critical
D0042,2026-01-06 05:45:00,25.76,47.46,Critical
D0022,2026-01-06 05:50:00,33.89,55.43,Warning
D0066,2026-01-06 05:55:00,33.67,58.8,Critical
D0049,2026-01-06 06:00:00,27.45,77.07,Normal
D0007,2026-01-06 06:05:00,17.84,42.44,Critical
D0089,2026-01-06 06:10:00,35.35,86.72,Normal
D0020,2026-01-06 06:15:00,27.1,54.3,Warning
D0043,2026-01-06 06:20:00,27.75,78.05,Normal
D0013,2026-01-06 06:25:00,30.01,71.66,Warning
D0089,2026-01-06 06:30:00,25.34,74.32,Warning
D0036,2026-01-06 06:35:00,35.22,65.88,normal
D0067,2026-01-06 06:40:00,32.12,87.27,Normal
D0061,2026-01-06 06:45:00,30.9,58.45,Warning
D0021,2026-01-06 06:50:00,21.27,69.64,Warning
D0042,2026-01-06 06:55:00,27.59,81.72,Critical
D0077,2026-01-06 07:00:00,28.94,64.99,Warning
D0015,2026-01-06 07:05:00,26.32,45.96,Normal
D0096,2026-01-06 07:10:00,27.86,57.77,Warning
D0087,2026-01-06 07:15:00,31.17,81.58,Critical
D0083,2026-01-06 07:20:00,33.38,39.67,Critical
D0024,2026-01-06 07:25:00,30.64,68.71,Warning
D0098,2026-01-06 07:30:00,32.76,72.55,Critical
D0022,2026-01-06 07:35:00,31.73,36.82,Critical
D0034,2026-01-06 07:40:00,31.81,38.12,Normal
D0057,2026-01-06 07:45:00,29.94,68.51,Normal
D0024,2026-01-06 07:50:00,29.16,62.22,Warning
D0027,2026-01-06 07:55:00,22.24,48.91,Normal
D0043,2026-01-06 08:00:00,26.07,38.13,Warning
D0078,2026-01-06 08:05:00,21.0,63.42,Normal
,2026-01-06 08:10:00,34.91,74.39,Warning
D0049,2026-01-06 08:15:00,29.38,35.84,Normal
D0036,2026-01-06 08:20:00,24.99,68.77,Normal
D0047,2026-01-06 08:25:00,32.33,63.2,Critical
D0046,2026-01-06 08:30:00,32.24,72.87,Normal
D0077,2026-01-06 08:35:00,30.22,79.79,Normal
D0087,2026-01-06 08:40:00,29.17,83.62,Warning
D0046,2026-01-06 08:45:00,27.21,47.58,Warning
D0001,2026-01-06 08:50:00,27.71,57.6,Warning
D0066,2026-01-06 08:55:00,26.7,47.52,Normal
D0083,2026-01-06 09:00:00,35.75,83.77,Normal
D0057,2026-01-06 09:05:00,26.28,66.05,Normal
D0035,2026-01-06 09:10:00,33.6,87.2,Critical
D0080,2026-01-06 09:15:00,38.35,75.85,Normal
D0008,2026-01-06 09:20:00,27.95,70.82,Warning
D0090,2026-01-06 09:25:00,26.43,79.71,Normal
D0093,2026-01-06 09:30:00,29.63,66.83,Warning
D0064,2026-01-06 09:35:00,30.65,60.26,Critical
D0097,2026-01-06 09:40:00,27.78,,Normal
D0097,2026-01-06 09:45:00,28.15,57.98,Critical
D0057,2026-01-06 09:50:00,32.98,61.17,Critical
D0043,2026-01-06 09:55:00,31.13,75.91,Normal
D0067,2026-01-06 10:00:00,27.78,85.19,Normal
D0009,2026-01-06 10:05:00,27.51,44.71,Critical
D0050,2026-01-06 10:10:00,26.81,87.26,Normal
D0051,2026-01-06 10:15:00,30.14,51.75,Critical
D0004,2026-01-06 10:20:00,38.06,81.62,Critical
D0054,2026-01-06 10:25:00,28.05,39.3,Warning
D0026,2026-01-06 10:30:00,26.1,83.24,Critical
D0085,2026-01-06 10:35:00,23.07,82.82,Normal
D0070,2026-01-06 10:40:00,27.19,59.07,Warning
D0061,2026-01-06 10:45:00,23.2,58.21,Critical
D0030,2026-01-06 10:50:00,31.96,75.58,Critical
D0096,2026-01-06 10:55:00,26.71,86.5,Normal
D0075,2026-01-06 11:00:00,24.45,63.95,Warning
D0079,2026-01-06 11:05:00,27.59,69.94,Critical
D0065,2026-01-06 11:10:00,28.82,80.03,Normal
D0001,2026-01-06 11:15:00,27.05,86.33,Normal
D0068,2026-01-06 11:20:00,19.56,84.32,Critical
D0080,2026-01-06 11:25:00,27.92,43.22,Critical
D0027,2026-01-06 11:30:00,27.99,82.58,Warning
D0041,2026-01-06 11:35:00,25.8,61.78,Critical
D0006,2026-01-06 11:40:00,25.27,82.56,Warning
D0074,2026-01-06 11:45:00,27.17,70.78,Warning
D0063,2026-01-06 11:50:00,23.88,53.79,Warning
D0059,2026-01-06 11:55:00,32.88,69.98,Warning
D0055,2026-01-06 12:00:00,29.89,67.9,Normal
D0066,2026-01-06 12:05:00,22.43,74.57,Critical
D0073,2026-01-06 12:10:00,36.51,82.91,Critical
D0010,2026-01-06 12:15:00,27.81,63.07,Critical
D0045,2026-01-06 12:20:00,26.5,83.2,Normal
D0059,2026-01-06 12:25:00,25.54,89.13,Normal
D0083,2026-01-06 12:30:00,27.22,38.63,Critical
D0007,2026-01-06 12:35:00,30.68,42.15,Critical
D0067,2026-01-06 12:40:00,35.3,70.88,Warning
D0082,2026-01-06 12:45:00,25.44,68.17,Critical
D0058,2026-01-06 12:50:00,25.16,54.06,Critical
D0073,2026-01-06 12:55:00,23.3,72.98,Critical
D0092,2026-01-06 13:00:00,31.15,72.29,Normal
D0055,2026-01-06 13:05:00,28.08,66.2,Normal
D0048,2026-01-06 13:10:00,28.81,75.35,Warning
D0068,2026-01-06 13:15:00,28.83,62.53,
D0086,2026-01-06 13:20:00,31.15,51.82,Critical
D0055,2026-01-06 13:25:00,29.36,85.34,Critical
D0052,2026-01-06 13:30:00,29.39,61.4,Normal
D0035,2026-01-06 13:35:00,39.35,58.53,Warning
D0045,2026-01-06 13:40:00,N/A,68.72,Critical
D0073,2026-01-06 13:45:00,32.9,39.65,Normal
D0041,2026-01-06 13:50:00,30.86,42.7,Normal
D0067,2026-01-06 13:55:00,30.72,39.03,Critical
D0032,2026-01-06 14:00:00,24.85,83.75,Warning
D0006,2026-01-06 14:05:00,29.24,89.62,Normal
D0095,2026-01-06 14:10:00,26.72,72.73,Warning
D0043,2026-01-06 14:15:00,28.6,55.88,Normal
D0027,2026-01-06 14:20:00,34.1,63.17,Critical
D0071,2026-01-06 14:25:00,24.55,41.57,Warning
D0001,2026-01-06 14:30:00,27.32,75.86,Normal
D0082,2026-01-06 14:35:00,29.0,57.46,Critical
D0066,2026-01-06 14:40:00,23.76,43.52,Critical
D0047,2026-01-06 14:45:00,31.04,56.67,Warning
D0071,2026-01-06 14:50:00,30.68,82.16,Warning
D0019,2026-01-06 14:55:00,25.81,68.93,Normal
D0007,2026-01-06 15:00:00,25.66,84.73,Normal
D0099,2026-01-06 15:05:00,31.29,42.65,Warning
D0071,2026-01-06 15:10:00,22.9,73.14,Critical
D0100,2026-01-06 15:15:00,32.9,38.39,Normal
D0006,2026-01-06 15:20:00,27.42,59.94,Critical
D0002,2026-01-06 15:25:00,30.97,84.01,Warning
D0005,2026-01-06 15:30:00,23.49,49.7,Critical
D0023,2026-01-06 15:35:00,24.02,56.74,Warning
D0097,2026-01-06 15:40:00,27.52,,Warning
D0079,2026-01-06 15:45:00,32.8,41.98,Normal
D0075,2026-01-06 15:50:00,31.56,39.1,Critical
D0040,2026-01-06 15:55:00,29.65,49.35,Critical
D0099,2026-01-06 16:00:00,,79.32,Normal
D0019,2026-01-06 16:05:00,30.87,72.3,Critical
D0061,2026-01-06 16:10:00,,73.83,Critical
D0021,2026-01-06 16:15:00,33.7,35.89,Normal
D0016,2026-01-06 16:20:00,34.28,58.08,Normal
D0084,2026-01-06 16:25:00,27.6,62.06,Critical
D0084,2026-01-06 16:30:00,28.62,50.21,Warning
D0096,2026-01-06 16:35:00,24.91,53.82,Critical
D0009,2026-01-06 16:40:00,27.75,78.7,Normal
D0060,2026-01-06 16:45:00,25.03,87.69,Normal
D0097,2026-01-06 16:50:00,34.42,57.67,Warning
D0041,2026-01-06 16:55:00,28.11,55.12,Warning
D0037,2026-01-06 17:00:00,35.82,77.66,Critical
D0100,2026-01-06 17:05:00,28.43,39.94,Normal
D0074,2026-01-06 17:10:00,23.11,87.66,Normal
D0059,2026-01-06 17:15:00,22.55,50.01,Critical
D0084,2026-01-06 17:20:00,29.73,61.71,Warning
D0003,2026-01-06 17:25:00,32.24,66.88,Normal
D0049,2026-01-06 17:30:00,21.57,59.75,Warning
D0046,2026-01-06 17:35:00,36.26,83.85,Normal
D0032,2026-01-06 17:40:00,32.97,69.62,Critical
D0052,2026-01-06 17:45:00,25.45,46.75,Warning
D0002,2026-01-06 17:50:00,28.56,89.06,Critical
D0077,2026-01-06 17:55:00,27.74,41.72,Warning
D0015,2026-01-06 18:00:00,34.05,39.36,Warning
D0082,2026-01-06 18:05:00,31.91,64.52,Critical
D0042,2026-01-06 18:10:00,32.69,55.49,Warning
D0048,2026-01-06 18:15:00,28.29,79.45,Warning
D0050,2026-01-06 18:20:00,22.91,75.27,Normal
D0081,2026-01-06 18:25:00,30.23,56.85,Warning
D0074,2026-01-06 18:30:00,28.5,71.42,Critical
D0071,2026-01-06 18:35:00,23.27,65.77,Normal
D0096,2026-01-06 18:40:00,28.13,56.32,Warning
D0075,2026-01-06 18:45:00,29.26,87.39,Critical
D0063,2026-01-06 18:50:00,29.26,70.91,Normal
D0097,2026-01-06 18:55:00,30.77,43.18,Warning
D0030,2026-01-06 19:00:00,29.27,77.37,Critical
D0093,2026-01-06 19:05:00,30.49,52.11,Critical
D0055,2026-01-06 19:10:00,35.12,87.1,Warning
D0060,2026-01-06 19:15:00,32.09,57.03,Warning
D0040,2026-01-06 19:20:00,,57.8,Critical
D0002,2026-01-06 19:25:00,33.18,61.32,Critical
D0084,2026-01-06 19:30:00,32.75,40.16,Normal
D0013,2026-01-06 19:35:00,26.1,87.65,Critical
D0053,2026-01-06 19:40:00,30.21,37.28,Normal
D0036,2026-01-06 19:45:00,29.42,43.84,Normal
D0066,2026-01-06 19:50:00,35.4,80.34,Warning
D0082,2026-01-06 19:55:00,29.54,45.14,Normal
D0032,2026-01-06 20:00:00,31.79,89.65,Warning
D0087,01/32/2026 10:00,32.96,67.06,Critical
D0091,2026-01-06 20:10:00,28.55,36.93,Normal
D0058,2026-01-06 20:15:00,23.06,41.01,Warning
D0008,2026-01-06 20:20:00,27.47,71.17,Warning
D0062,2026-01-06 20:25:00,27.58,56.69,Normal
D0021,2026-01-06 20:30:00,29.72,74.44,Warning
D0035,2026-01-06 20:35:00,27.29,64.86,Critical
D0030,2026-01-06 20:40:00,32.3,53.44,Critical
D0091,2026-01-06 20:45:00,27.84,63.1,Normal
D0020,2026-01-06 20:50:00,27.91,85.69,Warning
D0008,2026-01-06 20:55:00,23.15,88.78,Critical
D0066,2026-01-06 21:00:00,23.41,55.64,Critical
D0048,2026-01-06 21:05:00,30.77,51.92,Normal
D0060,2026-01-06 21:10:00,29.82,,Warning
D0022,2026-01-06 21:15:00,22.12,57.53,Critical
D0026,2026-01-06 21:20:00,-999,83.25,Warning
D0062,2026-01-06 21:25:00,34.59,69.99,Normal
D0030,2026-01-06 21:30:00,26.17,81.42,Normal
D0007,2026-01-06 21:35:00,27.19,75.07,Normal
D0061,2026-01-06 21:40:00,27.16,51.14,Critical 
D0044,2026-01-06 21:45:00,29.08,38.4,Critical
D0064,2026-01-06 21:50:00,23.02,63.51,Critical
D0014,2026-01-06 21:55:00,34.4,45.76,Warning
D0071,2026-01-06 22:00:00,22.15,40.55,Normal
D0064,2026-01-06 22:05:00,30.39,62.65,Normal
D0097,2026-01-06 22:10:00,,82.2,Normal
D0055,2026-01-06 22:15:00,28.65,78.61,Warning
D0014,2026-01-06 22:20:00,34.16,82.89,Normal
D0017,2026-01-06 22:25:00,24.08,41.78,Critical
D0038,2026-01-06 22:30:00,27.15,66.3,Normal
D0059,2026-01-06 22:35:00,32.53,69.5,Warning
D0008,2026-01-06 22:40:00,26.11,38.15,Warning
D0009,2026-01-06 22:45:00,31.85,67.84,Warning
D0059,2026-01-06 22:50:00,34.15,71.14,Warning
D0016,2026-01-06 22:55:00,28.33,68.4,Critical
D0053,2026-01-06 23:00:00,29.21,87.49,Normal
D0077,2026-01-06 23:05:00,25.06,43.28,Normal
D0003,2026-01-06 23:10:00,30.99,72.21,Critical
D0050,2026-01-06 23:15:00,30.33,44.48,Warning
D0037,2026-01-06 23:20:00,32.47,64.73,Critical
D0082,2026-01-06 23:25:00,28.78,64.25,Critical
D0002,2026-01-06 23:30:00,21.36,65.94,Warning
D0038,2026-01-06 23:35:00,27.38,68.68,Warning
D0094,2026-01-06 23:40:00,31.87,61.38,Normal
D0069,2026-01-06 23:45:00,40.55,48.35,Critical
D0054,2026-01-06 23:50:00,24.32,53.25,Normal
D0009,2026-01-06 23:55:00,22.71,39.96,Warning
D0037,2026-01-07 00:00:00,31.1,80.88,Warning
D0086,2026-01-07 00:05:00,25.69,46.95,Critical
D0062,2026-01-07 00:10:00,22.18,66.59,
D0081,2026-01-07 00:15:00,30.23,57.36,Critical
D0091,2026-01-07 00:20:00,36.34,71.54,Warning
D0099,2026-01-07 00:25:00,26.4,84.06,Critical
D0017,2026-01-07 00:30:00,35.56,64.78,Critical
D0014,2026-01-07 00:35:00,31.54,83.07,Warning
D0063,2026-01-07 00:40:00,33.73,75.62,Critical
D0088,2026-01-07 00:45:00,30.92,86.17,Normal
D0079,2026-01-07 00:50:00,22.53,66.05,Normal
D0045,2026-01-07 00:55:00,26.33,42.85,Critical
D0046,2026-01-07 01:00:00,26.05,40.89,Critical
D0048,2026-01-07 01:05:00,31.9,37.55,Normal
D0049,2026-01-07 01:10:00,26.38,43.42,Warning
D0015,2026-01-07 01:15:00,25.6,76.43,Normal
D0058,2026-01-07 01:20:00,28.92,48.52,Critical
D0095,2026-01-07 01:25:00,23.6,74.79,Critical
D0089,2026-01-07 01:30:00,18.63,44.73,Normal
D0034,2026-01-07 01:35:00,33.36,43.14,Critical
D0013,2026-01-07 01:40:00,27.9,38.43,Normal
D0081,2026-01-07 01:45:00,23.72,35.87,Critical
D0086,2026-01-07 01:50:00,21.63,54.96,Warning
D0027,2026-01-07 01:55:00,20.6,39.23,Warning
D0076,2026-01-07 02:00:00,32.5,86.44,Critical
D0064,2026-01-07 02:05:00,27.92,88.43,Critical
D0039,2026-01-07 02:10:00,31.22,67.66,
D0001,2026-01-07 02:15:00,26.99,48.2,Normal
D0032,2026-01-07 02:20:00,28.9,55.9,Critical
D0011,2026-01-07 02:25:00,22.48,76.06,Normal
D0050,2026-01-07 02:30:00,28.27,61.61,Critical
D0066,2026-01-07 02:35:00,35.81,49.84,Normal
D0023,2026-01-07 02:40:00,31.26,75.83,Critical
D0022,2026-01-07 02:45:00,26.69,60.0,Warning
D0006,2026-01-07 02:50:00,28.99,64.61,Normal
D0086,2026-01-07 02:55:00,31.15,46.4,Warning
D0049,2026-01-07 03:00:00,27.78,,Critical
